"last_name, first_name","player_id","year","pa","k_percent","bb_percent","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Logue, Zach","656657","2022","257",16.3,7.8,".391",".369",35.8,12.4,42.5,"78.442144479","94.612750262",21.5,48.1
"Martin, Brett","656685","2022","212",18.9,8.5,".310",".303",32.5,5.2,39.6,"79.16628","94.12793875",24.5,50.5
"Martin, Corbin","656686","2022","101",20.8,11.9,".362",".389",45.6,10.3,52.9,"81.802640588","96.052270597",26.6,44.8
"Megill, Trevor","656730","2022","196",25,8.7,".330",".340",38,8.5,48.1,"82.55463375","95.69114625",25.3,50.1
"Megill, Tylor","656731","2022","200",25.5,6.5,".313",".321",36.3,10.4,34.8,"78.820832121","93.990404697",27.6,49.6
"Montes de Oca, Bryce","656755","2022","19",31.6,10.5,".398",".297",36.4,0,18.2,"75.166676667","91.776428182",24.4,48.8
"Montgomery, Jordan","656756","2022","724",21.8,5,".291",".310",34.1,7.1,37.5,"77.803436381","93.693936452",27.4,50.6
"Mushinski, Parker","656786","2022","30",26.7,10,".265",".311",33.3,5.6,22.2,"75.210291111","91.94898",38.2,49.5
"Nelson, Nick","656793","2022","306",22.5,11.8,".311",".297",33,3.6,32.5,"76.84214449","93.218411837",28.5,46.8
"Newcomb, Sean","656794","2022","134",20.9,14.2,".400",".384",39.1,13.8,46,"81.045046744","94.602391395",20.9,40.8
"Norwood, James","656803","2022","85",25.9,10.6,".364",".325",46.3,3.7,46.3,"81.434561481","95.146210926",29.3,53.5
"Ortiz, Luis","656814","2022","33",18.2,9.1,".197",".277",12.5,8.3,33.3,"70.141710833","94.025895417",26.7,50.8
"Overton, Connor","656818","2022","124",11.3,8.9,".230",".287",26.3,3,41.4,"80.990929","93.944837677",16.3,44.6
"Peterson, David","656849","2022","454",27.8,10.6,".313",".308",33.7,7.7,41.4,"78.713819044","94.59479476",30.2,44.6
"Rasmussen, Drew","656876","2022","584",21.4,5.3,".270",".290",31.2,6.6,39.2,"78.483580239","93.893972392",25.3,52.9
"Reid-Foley, Sean","656887","2022","44",18.2,15.9,".336",".284",28.6,3.6,35.7,"72.434977143","92.775558929",31.9,46.4
"Scott, Tanner","656945","2022","289",31.1,15.9,".321",".316",40.9,5.4,32.9,"74.007061216","93.237972245",35.7,45.8
"Sheffield, Justus","656954","2022","51",13.7,11.8,".274",".353",24.3,2.7,56.8,"84.667568889","96.504674444",14.9,41.3
"Smeltzer, Devin","656970","2022","287",13.9,6.6,".326",".322",32.6,7,39.2,"78.154646126","93.809187658",18.5,46.9
"Sousa, Bennett","656986","2022","96",12.5,10.4,".359",".318",28.8,6.8,43.8,"77.28164973","94.466892055",25.8,49.9
"Steele, Justin","657006","2022","512",24.6,9.8,".296",".295",31,3.9,33.7,"76.154969451","93.104023578",24,47.3
"Swanson, Erik","657024","2022","206",34,4.9,".236",".237",37.6,6.4,30.4,"73.140587903","92.521567967",29.4,53.4
"Thompson, Ryan","657044","2022","181",21.5,6.1,".282",".273",27.1,4.7,37.2,"76.433020781","93.756700236",23.9,46.8
"Toussaint, Touki","657053","2022","108",24.1,17.6,".296",".311",20.3,3.4,37.3,"78.230814286","94.369547143",29.7,40.6
"Watkins, Spenser","657093","2022","459",13.7,6.5,".331",".344",37.6,7.2,37.6,"80.476829889","93.995237744",19.7,47.6
"Wright, Kyle","657140","2022","738",23.6,7.2,".288",".306",31.1,6.8,41.1,"77.914176275","94.364285538",26.3,48.8
"Merryweather, Julian","657240","2022","119",19.3,5.9,".355",".327",28.7,10.3,44.8,"79.045997143","95.398046429",22.4,53.5
"Otto Jr., Glenn","657248","2022","587",18.2,10.6,".325",".343",34.2,8.9,38.1,"78.076395377","94.125946599",23.1,45.2
"Strzelecki, Peter","657265","2022","148",27,10.1,".277",".287",41.3,7.6,38,"76.662447556","93.873236",31.1,46.3
"Uelmen, Erich","657272","2022","122",17.2,9.8,".326",".312",36.1,8.4,39.8,"77.799176098","94.287943171",27.3,41.9
"Webb, Logan","657277","2022","787",20.7,6.2,".283",".295",29.3,5.5,39,"78.053770216","94.043291367",24,47.3
"Schmidt, Clarke","657376","2022","236",23.7,9.7,".285",".292",34.2,9.7,37.4,"78.765151711","93.884151523",26.6,46.9
"Gage, Matt","657424","2022","50",24,12,".230",".272",16.1,6.5,32.3,"76.748592","92.931143333",29.8,50.3
"Baumann, Mike","657508","2022","149",15.4,6,".353",".325",29.6,7,46.1,"82.392005263","95.270243684",16.4,49.5
"Bernardino, Brennan","657514","2022","13",0,15.4,".278",".200",9.1,0,36.4,"68.040752","94.929728",0,51.2
"Ferguson, Caleb","657571","2022","142",26.1,12,".265",".272",36,3.5,30.2,"73.100424884","92.400628588",26.9,47.4
"Garrett, Reed","657585","2022","49",12.2,16.3,".387",".381",14.7,5.9,44.1,"80.034905625","95.083349375",21.5,47.4
"Hill, Tim","657612","2022","199",12.6,7,".282",".274",22.4,1.3,34,"77.968139351","93.306700588",15.5,46.7
"Koenig, Jared","657649","2022","177",12.4,8.5,".333",".347",28.9,5.2,43.7,"80.303303134","94.620078284",15.1,44.6
"Ryan, Joe","657746","2022","604",25,7.8,".294",".294",36.1,8.6,35.4,"77.492050718","93.601724154",25.6,51
"Seabold, Connor","657756","2022","97",19.6,7.2,".502",".360",42.6,10.3,33.8,"76.198989412","93.215831324",25.1,49.5
"Stout, Eric","657770","2022","110",22.7,14.5,".370",".323",30.3,9.1,36.4,"81.540251818","94.10783803",26.1,41.8
"Medina, Adonis","658431","2022","110",15.5,5.5,".357",".351",30.9,7.4,56.8,"79.262456341","96.593599506",19.3,47.6
"Fernández, Junior","658551","2022","84",16.7,14.3,".352",".309",26.8,3.6,35.7,"75.054820714","93.13982",26,45
"Avila, Pedro","658648","2022","18",27.8,5.6,".292",".375",36.4,18.2,36.4,"80.718613333","95.170817273",32.4,48.6
"Espinoza, Anderson","659262","2022","85",22.4,18.8,".374",".357",30.4,10.9,32.6,"79.266921304","93.73419",25.4,37.9
"Lamet, Dinelson","659275","2022","149",30.2,12.8,".342",".328",42,9.9,44.4,"80.799018","94.867712278",39.7,44.1
"Ohtani, Shohei","660271","2022","660",33.2,6.7,".255",".256",32,6.3,33.2,"76.028692589","93.179293104",33,49
"Reyes, Denyi","660593","2022","31",9.7,3.2,".275",".233",22.2,0,51.9,"79.448595","94.426162593",19.1,58.1
"Paredes, Enoli","660600","2022","14",14.3,21.4,".337",".303",22.2,0,44.4,"78.598026","93.631847778",18.5,47.4
"Ynoa, Huascar","660623","2022","37",21.6,16.2,".459",".457",39.1,21.7,65.2,"83.391743333","97.109018696",21.9,43.5
"Rodriguez, Elvin","660730","2022","143",17.5,10.5,".458",".391",33.3,14.7,51,"83.2961594","96.060031818",16.9,44.4
"Suarez, José","660761","2022","462",22.3,7.1,".309",".298",36,8.4,38.2,"78.127433813","93.809053313",24.5,51.1
"De Los Santos, Yerry","660787","2022","112",23.2,9.8,".298",".332",23.3,12.3,39.7,"76.535855278","94.700155634",21.1,44.3
"Graterol, Brusdar","660813","2022","197",21.8,5.1,".256",".245",24.1,4.3,25.5,"74.485615072","92.239300435",21.1,56.9
"Bazardo, Eduard","660825","2022","65",16.9,6.2,".312",".308",29.2,6.3,31.3,"76.541875","93.200097708",27,47
"De Los Santos, Enyel","660853","2022","215",28.4,7.9,".265",".306",38.5,9.6,45.2,"80.236497879","94.869064394",29.9,52.3
"Alcala, Jorge","660896","2022","10",20,20,".315",".330",16.7,0,16.7,"72.769726667","89.329516667",35.3,42.5
"Pérez, Francisco","660906","2022","48",14.6,18.8,".434",".424",31.3,9.4,56.3,"81.69606375","96.811190313",20.7,44.9
"López, Yoan","661255","2022","51",19.6,9.8,".402",".311",42.9,8.6,54.3,"88.326098889","95.470134286",28.7,48.2
"Gutierrez, Vladimir","661269","2022","179",16.2,13.4,".437",".364",37.5,9.2,42.5,"78.278813833","94.457549832",18,42.3
"Martinez, Adrián","661309","2022","259",20.5,7.3,".367",".354",35.3,10.3,37.5,"77.549280978","94.414932989",24,47.6
"Ortega, Oliver","661383","2022","148",22.3,12.2,".332",".344",30.2,7.3,43.8,"79.722591458","94.960716",23.7,50.6
"Duran, Jhoan","661395","2022","266",33.5,6,".251",".232",25.5,4.5,35,"77.185361429","93.733199221",34.7,54.9
"Clase, Emmanuel","661403","2022","271",28.4,3.7,".187",".219",29.5,2.2,32.2,"75.001143371","92.830184859",30.1,61.2
"Llovera, Mauricio","661440","2022","72",27.8,11.1,".292",".260",27.3,9.1,20.5,"73.952005","91.435921628",30.1,47.7
"Martinez, Seth","661527","2022","155",24.5,9,".242",".260",27.5,5.9,32.4,"75.2928094","92.9992861",25.5,47.6
"Gil, Luis","661563","2022","19",26.3,10.5,".325",".291",41.7,0,41.7,"75.021448333","94.343904167",37,55.4
"Muñoz, Andrés","662253","2022","248",38.7,6,".231",".211",24.1,5.3,36.1,"74.246011061","93.116069847",41.8,54.5
"Suarez, Robert","663158","2022","191",31.9,11,".263",".282",37.1,8.6,35.2,"78.365625","93.346088269",25.1,48.3
"Feltner, Ryan","663372","2022","428",19.6,8.2,".343",".339",35.3,8.3,42.6,"78.822846382","94.583367261",20.7,46.1
"Szapucki, Thomas","663378","2022","67",26.9,10.4,".474",".372",45.2,14.3,52.4,"85.235346667","95.525485952",23.5,45.4
"Smith, Chad","663385","2022","85",27.1,17.6,".355",".307",22.2,6.7,37.8,"76.577769545","93.753259091",32.3,38.6
"Thornton, Trent","663423","2022","189",19.6,9,".309",".348",37.3,6.7,44.8,"80.163447761","94.289500149",20.6,45.3
"Rainey, Tanner","663432","2022","128",28.1,10.2,".304",".309",30.4,10.1,43,"78.5600255","94.440036962",33.8,52.2
"Martin, Davis","663436","2022","269",17.8,7.1,".325",".334",34.3,7.1,38.1,"78.228051429","94.197536308",24.2,51.5
"Pilkington, Konnor","663455","2022","258",19.4,12.4,".315",".336",35.1,12.1,44.8,"77.658571954","94.784464335",27.8,47.4
"Bubic, Kris","663460","2022","587",18.7,10.7,".371",".362",41,7.8,44.9,"78.945354653","94.901166658",21.3,47
"Allard, Kolby","663465","2022","87",21.8,6.9,".406",".362",36.1,14.8,42.6,"81.934927097","95.085021803",27.3,46.5
"McKenzie, Triston","663474","2022","741",25.6,5.9,".268",".293",37.3,9.8,40.6,"80.393226331","94.253239919",26.7,52.7
"Sands, Cole","663485","2022","145",19.3,9,".356",".324",26.3,7.1,39.4,"79.048561224","93.943320816",22.5,46.4
"Allen, Logan","663531","2022","40",17.5,12.5,".424",".380",33.3,11.1,37,"80.247823571","94.08669963",22.7,40.2
"Hjelle, Sean","663546","2022","115",24.3,7,".349",".318",39.7,6.4,44.9,"78.10654","94.508211154",20.4,43.5
"Mize, Casey","663554","2022","45",8.9,4.4,".369",".370",25.6,10.3,41,"82.556205263","95.318739737",11.8,45
"McClanahan, Shane","663556","2022","640",30.3,5.8,".248",".261",31.6,6.4,32.6,"76.838288308","93.270402693",34.3,49.5
"Moran, Jovani","663558","2022","164",32.9,11,".229",".236",23.9,5.4,28.3,"73.369016957","92.445520761",38.9,46.7
"Falter, Bailey","663559","2022","349",21.2,4.9,".338",".331",37.7,8.3,38.5,"78.23934992","94.1644398",23.8,48.6
"Santillan, Tony","663574","2022","96",21.9,12.5,".368",".329",39,3.4,39,"81.004496207","93.656198246",28.2,42.6
"Small, Ethan","663629","2022","33",21.2,24.2,".463",".425",50,16.7,55.6,"82.581697778","96.907648333",33.3,38.6
"Neidert, Nick","663734","2022","20",15,0,".299",".319",35.3,5.9,58.8,"87.754535556","95.797025294",14.6,50
"Lynch IV, Daniel","663738","2022","600",20.3,8.7,".352",".345",33.7,8.8,47.7,"80.584255481","95.400197788",25.4,49.9
"Morris, Cody","663752","2022","100",23,12,".315",".341",36.9,12.3,36.9,"76.151847273","94.157627538",28.7,51.7
"Knehr, Reiss","663753","2022","59",16.9,6.8,".318",".321",31.7,9.8,51.2,"81.591714762","95.743834146",14,44.2
"Woodford, Jake","663765","2022","188",12.8,5.9,".268",".310",25,5.3,36.2,"76.607572105","93.934429868",17.3,49.8
"Hoeing, Bryan","663773","2022","61",9.8,8.2,".467",".429",34,16,50,"82.3654792","95.331622041",12.9,43.4
"Sandoval, Patrick","663776","2022","638",23.7,9.4,".294",".307",31.6,5.7,34,"76.418262961","93.079175728",29.5,48.2
"Kowar, Jackson","663804","2022","82",20.7,13.4,".482",".380",31.5,7.4,48.1,"74.307371852","94.522932593",26.1,45.7
"Hicks, Jordan","663855","2022","263",24,13.3,".302",".307",28.5,7,32.3,"75.808072308","93.162983782",24,42
"Singer, Brady","663903","2022","621",24.2,5.6,".300",".309",33.2,8.2,40.9,"78.537617019","94.198156795",22.9,44.3
"Holton, Tyler","663947","2022","39",15.4,5.1,".275",".293",43.3,3.3,36.7,"74.191236","93.508281333",29.6,50.9
"Paddack, Chris","663978","2022","93",21.5,2.2,".296",".275",37.1,5.7,41.4,"77.993454706","93.837274853",25.4,52.6
"Stephan, Trevor","663986","2022","267",30.7,6.7,".278",".239",27,3.1,34.4,"76.439562","93.334195625",35.3,50.3
"Vespi, Nick","663989","2022","112",25,7.1,".361",".357",44,10.7,40,"76.014713947","93.994057733",31.7,48.9
"Lakins Sr., Travis","664042","2022","50",16,12,".446",".435",42.9,20,37.1,"83.297575556","95.007885429",20,48.1
"Stashak, Cody","664054","2022","65",23.1,0,".265",".263",38,4,44,"76.9659576","93.5870106",28,55.1
"Gonsolin, Tony","664062","2022","498",23.9,7,".238",".276",33.8,5.6,35,"79.091857456","93.624152671",26.9,49.7
"Cleavinger, Garrett","664076","2022","92",34.8,7.6,".247",".283",38.5,7.7,40.4,"77.16792","93.7329262",30.8,45
"Poppen, Sean","664092","2022","120",18.3,10,".342",".293",35.3,7.1,36.5,"79.430733659","93.5045",16,42.8
"Effross, Scott","664123","2022","229",27.1,6.6,".247",".248",30,4,37.3,"75.945554189","93.36780723",23.9,47.2
"Fairbanks, Pete","664126","2022","87",43.7,3.4,".176",".154",22.2,2.2,26.7,"77.963313478","92.458160444",35.3,52.3
"Gibaut, Ian","664139","2022","161",29.8,11.8,".354",".282",40.9,4.3,38.7,"74.580800426","93.353507849",26.1,44.7
"Brubaker, JT","664141","2022","646",22.8,8.4,".339",".329",36.2,7.6,41.3,"78.589671843","94.550554573",27.3,46.4
"Swarmer, Matt","664161","2022","153",23.5,13.1,".391",".361",30.9,13.4,48.5,"80.070719388","95.216112577",31.3,44.7
"Clarke, Taylor","664199","2022","203",23.6,3.9,".309",".277",34.9,6.2,39,"80.016787917","93.778774444",25.2,53.7
"Cyr, Tyler","664202","2022","55",29.1,9.1,".309",".321",30.3,9.1,54.5,"84.167369412","96.621303333",26.2,47.8
"Maton III, Phil","664208","2022","283",25.8,9.2,".321",".320",39.2,6.3,29.5,"73.957814943","92.196424913",30.1,48.6
"Valdez, Framber","664285","2022","827",23.5,8.1,".272",".284",24,5.8,41.6,"78.817299816","94.706992647",25.6,47
"Moreta, Dauri","664294","2022","160",24.4,8.1,".341",".311",36.5,12.5,41.3,"80.665238077","94.598210097",27.6,44.4
"Javier, Cristian","664299","2022","585",33.2,8.9,".251",".244",31.2,7.2,33.6,"78.619212378","93.183498502",30.4,49.2
"Yajure, Miguel","664337","2022","119",13.4,13.4,".394",".414",31.8,7.1,49.4,"82.385707381","95.793784458",23.6,45.9
"Urquidy, José","664353","2022","681",19.7,5.6,".316",".329",34.7,9.4,40.8,"79.048289799","94.325262048",22.3,52
"Romero, Jhon","664584","2022","24",25,4.2,".392",".252",23.5,0,41.2,"77.0515","94.021112941",27.7,52.2
"Díaz, Alexis","664747","2022","255",32.5,12.9,".223",".260",31.3,7.5,33.1,"75.777010455","92.855222672",36.5,49.1
"Cousins, Jake","664776","2022","59",35.6,13.6,".313",".281",35.7,7.1,32.1,"70.179664286","92.400097143",42.4,44.2
"Young, Danny","664849","2022","32",18.8,6.3,".408",".323",37.5,4.2,33.3,"71.280088333","92.579242083",24.1,42.9
"Helsley, Ryan","664854","2022","239",39.3,8.4,".198",".222",27.2,8.8,39.2,"77.452418387","94.251162984",37.8,53
"Dowdy, Kyle","664871","2022","27",11.1,11.1,".267",".309",20,5,35,"79.968696","93.175954",9.3,45.3
"Lawrence, Justin","664875","2022","191",25.1,11.5,".327",".293",30,4.2,39.2,"75.729568136","94.057216864",24.4,43.5
"Naile, James","664942","2022","37",13.5,5.4,".293",".362",26.7,6.7,53.3,"78.436467333","95.370958667",19.7,52.4
"Vieaux, Cam","664944","2022","48",31.3,10.4,".445",".348",38.5,15.4,46.2,"82.350433077","96.4336196",24.7,44.7
"Misiewicz, Anthony","664948","2022","121",22.3,8.3,".312",".312",38.1,11.9,41.7,"80.82109619","94.00801759",23.9,47.7
"Kelley, Trevor","665001","2022","107",21.5,8.4,".373",".317",39.7,12.3,23.3,"72.942255946","92.609218219",23,43.5
"Kremer, Dean","665152","2022","512",17,6.6,".312",".326",36.6,7.3,39.2,"76.970003579","94.020185237",22.2,50.7
"García, Rony","665621","2022","206",23.3,6.3,".301",".379",42.6,16.3,51.1,"81.16120507","95.680323972",21.7,46.4
"Peguero, Elvis","665625","2022","77",15.6,6.5,".400",".346",33.3,8.3,35,"78.270149333","94.073625932",23.9,51.6
"Castro, Kervin","665645","2022","57",19.3,12.3,".412",".362",30.8,7.7,48.7,"85.7372505","95.627340256",23.6,44.4
"Sanmartin, Reiver","665665","2022","256",18.4,11.3,".367",".306",29.4,7.2,35.6,"73.033671461","93.519635367",25.5,45.6
"Cabrera, Edward","665795","2022","291",25.8,11.3,".284",".312",32.8,8.6,33.3,"74.958914","93.207243647",31.2,44.1
"Assad, Javier","665871","2022","166",18.1,12,".314",".327",32.8,5.2,33.6,"75.702806552","93.858200431",23.2,46.2
"Marte, José","665896","2022","58",25.9,31,".389",".412",44,8,60,"82.540461538","95.9949664",27.1,36.2
"Anderson, Ian","666120","2022","493",19.7,11,".333",".323",32,6.2,40.5,"78.789159647","94.069245162",28.4,46.9
"Garrett, Braxton","666129","2022","373",24.1,6.4,".319",".312",32.9,7.2,38.6,"78.72653878","94.283828496",26.6,48.1
"Ragans, Cole","666142","2022","174",15.5,9.2,".346",".336",36.6,6.9,32.8,"76.965383385","93.09529186",22.5,50.4
"Lodolo, Nick","666157","2022","441",29.7,8.8,".325",".308",32.1,9.1,40.6,"77.136041681","94.224165378",30.2,45.2
"Manning, Matt","666159","2022","263",18.3,7.2,".274",".310",32.8,6.2,36.9,"78.289208673","94.128260103",22.4,49.7
"Thompson, Mason","666168","2022","100",15,8,".271",".300",26.3,3.9,32.9,"74.404865526","93.029754",23.4,50
"Luzardo, Jesús","666200","2022","400",30,8.8,".267",".287",34.2,6.6,39.1,"78.398770331","93.928298506",31.7,45.9
"Manoah, Alek","666201","2022","786",22.9,6.5,".261",".284",33,5.4,31.5,"77.162472322","92.941560807",24.8,49.5
"Jiménez, Dany","666204","2022","145",23.4,12.4,".237",".262",26.9,4.3,43,"79.881801064","93.824351935",35,41.9
"Muller, Kyle","666205","2022","59",20.3,13.6,".347",".357",41,7.7,28.2,"77.708774737","93.263466053",26.4,47.2
"Wentz, Joey","666214","2022","135",20,9.6,".270",".296",31.9,7.4,35.1,"78.17766587","93.899797717",21.8,45.4
"Brash, Matt","666374","2022","222",27.9,14.9,".318",".328",33.6,4.8,39.2,"77.714598871","94.113395854",31.6,42.2
"Santos, Gregory","666619","2022","17",11.8,17.6,".300",".279",16.7,0,33.3,"74.23538","94.045644167",20,44.8
"Castillo, Max","666721","2022","170",21.8,8.8,".338",".334",32.8,10.3,45.7,"80.102649298","95.078796195",24,46.6
"Doval, Camilo","666808","2022","286",28,10.5,".278",".266",30.6,4.6,36.4,"73.328857326","93.301219532",30.7,47
"Frías, Luis","666818","2022","90",15.6,18.9,".406",".365",31,5.2,44.8,"81.989649655","94.794164828",23.6,45.2
"Cano, Yennier","666974","2022","97",21.6,16.5,".414",".345",33.9,5.1,33.9,"77.894649","94.021001186",23.3,43.7
"Nance, Tommy","667297","2022","196",29.1,10.7,".339",".308",32.5,4.4,36,"78.728559286","93.229615268",29.7,43.5
"Rondón, Angel","667373","2022","20",20,15,".148",".290",30.8,0,30.8,"82.17665","92.907838462",24.3,43
"Sánchez, Miguel","667376","2022","58",15.5,13.8,".353",".340",26.8,9.8,34.1,"71.889368571","93.632299512",24.2,45
"Jackson, Zach","667427","2022","202",33.2,16.3,".257",".295",35,10,40,"78.787662041","94.226831753",33.4,40.5
"King, John","667463","2022","222",13.5,6.3,".326",".316",24.9,6.2,44.6,"79.804229767","95.168030174",19.7,49.5
"Fletcher, Aaron","667465","2022","52",11.5,7.7,".324",".357",30.8,10.3,51.3,"79.233876316","96.047852105",29.1,45.7
"Dugger, Robert","667498","2022","72",26.4,9.7,".376",".337",43.5,13,50,"80.453647826","95.784484783",28.6,46.8
"Tyler, Kyle","667725","2022","14",14.3,7.1,".175",".286",27.3,9.1,27.3,"75.594456667","92.94749",22.2,45
"Miller, Tyson","668338","2022","56",14.3,14.3,".418",".351",39.5,2.6,28.9,"70.563225263","91.960997368",21.8,44.3
"Nogosek, Stephen","668665","2022","95",22.1,7.4,".306",".306",30.3,7.6,37.9,"79.481473333","93.862249394",22.3,51.2
"Plesac, Zach","668676","2022","568",17.6,6.7,".324",".351",37.6,9.6,41.5,"78.809965782","94.240411663",22,51.5
"Gallen, Zac","668678","2022","714",26.9,6.6,".250",".278",33,7.8,36.1,"76.866627074","93.452634902",23,47.4
"Tully, Tanner","668684","2022","30",6.7,20,".443",".428",36.4,13.6,45.5,"80.75987","95.214552727",21.1,49.1
"Kranick, Max","668820","2022","19",21.1,15.8,".288",".230",25,0,16.7,"68.53525","90.526125833",28.1,42.1
"McGee, Easton","668834","2022","14",7.1,0,".253",".279",38.5,0,38.5,"78.870281429","93.825768462",13,50
"Thompson, Zack","668868","2022","136",19.9,10.3,".235",".300",30.5,6.3,37.9,"75.433960638","93.381720538",17.6,46.4
"Kilian, Caleb","668873","2022","56",16.1,21.4,".355",".322",20.6,2.9,44.1,"80.104719412","95.53371303",16.7,40.9
"Greene, Hunter","668881","2022","531",30.9,9,".318",".310",35.6,9.4,40.1,"79.380686169","94.284722541",31.9,48.8
"Ashcraft, Graham","668933","2022","464",15.3,6.5,".326",".310",31,4.8,36.3,"75.438467062","93.255382465",18.6,49.4
"Romero, JoJo","668941","2022","67",25.4,14.9,".344",".337",25,10,40,"77.438006842","94.869175",35.5,40.6
"McCarty, Kirk","668948","2022","159",16.4,8.2,".356",".352",36.1,10.9,38.7,"79.717997759","93.882034224",23.7,50.7
"Hollowell, Gavin","668970","2022","32",25,12.5,".328",".262",35,5,45,"78.318473","92.683107",28.6,44.1
